ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,resultado
7169,29,10/1/2021,16:00,Sao Paulo,Santos,4-4-2,4-1-4-1,F. Diniz Silva,A. Stival,Santos, Morumbi,0,1,SP,SP,1
7170,29,10/1/2021,16:00,Flamengo,Ceara,4-4-2,4-2-3-1,R. Ceni,A. Ferreira,Ceara, Maracanã,0,2,RJ,CE,1
7171,29,10/1/2021,18:14,Atletico-GO,Bahia,4-2-3-1,4-1-4-1,M. Ribeiro Cabo,L. Cavalcanti,-,Estádio Antônio Accioly,1,1,GO,BA,2
7172,29,10/1/2021,18:15,Internacional,Goias,4-2-3-1,5-3-2,A. da Silva Braga,A. César,Internacional,Estádio José Pinheiro Borda,1,0,RS,GO,0
7173,29,10/1/2021,20:30,Vasco,Botafogo-RJ,4-1-4-1,4-2-3-1,V. Luxemburgo da Silva,E. de Souza Barroca,Vasco,Estádio Vasco da Gama,3,0,RJ,RJ,0
7174,29,11/1/2021,20:01,Bragantino,Atletico-MG,4-3-3,4-3-3,M. Nogueira Barbieri,J. Sampaoli Moya,-,Nabizão,2,2,SP,MG,2
7175,29,13/1/2021,21:30,Corinthians,Fluminense,4-2-3-1,4-3-3,V. Carmo Mancini,A. dos Santos Ferraz,Corinthians,Neo Química Arena,5,0,SP,RJ,0
7176,30,15/1/2021,21:30,Palmeiras,Gremio,4-2-3-1,4-2-3-1,A. Moreira Ferreira,Renato Gaúcho,-,Allianz Parque,1,1,SP,RS,2
7177,30,16/1/2021,19:00,Fluminense,Sport,4-2-3-1,4-1-4-1,M. de Oliveira,J. Ribeiro Ventura,Fluminense,Estádio Nilton Santos,1,0,RJ,PE,0
7178,30,16/1/2021,20:59,Vasco,Coritiba,4-1-4-1,4-3-3,V. Luxemburgo da Silva,J. Bertagnoli,Coritiba,Estádio Vasco da Gama,0,1,RJ,PR,1
7179,30,17/1/2021,15:59,Athletico-PR,Sao Paulo,4-2-3-1,4-4-2,P. Autuori de Mello,F. Diniz Silva,-,Estádio Joaquim Américo Guimarães,1,1,PR,SP,2
7180,30,17/1/2021,15:59,Santos,Botafogo-RJ,4-2-3-1,4-2-3-1,A. Stival,E. de Souza Barroca,Santos,Estádio Urbano Caldeira,2,1,SP,RJ,0
7181,30,17/1/2021,18:15,Atletico-MG,Atletico-GO,4-3-3,4-2-3-1,J. Sampaoli Moya,M. Ribeiro Cabo,Atletico-MG, Mineirão,3,1,MG,GO,0
7182,30,17/1/2021,20:30,Ceara,Bragantino,4-2-3-1,4-3-3,A. Faganello,M. Nogueira Barbieri,Bragantino,Arena Castelão,1,2,CE,SP,1
7183,30,17/1/2021,20:31,Internacional,Fortaleza,4-2-3-1,4-2-3-1,A. da Silva Braga,E. Alves Moreira,Internacional,Estádio José Pinheiro Borda,4,2,RS,CE,0
7164,28,18/1/2021,19:00,Palmeiras,Corinthians,4-1-4-1,4-2-3-1,A. Moreira Ferreira,V. Carmo Mancini,Palmeiras,Allianz Parque,4,0,SP,SP,0
7184,30,18/1/2021,20:00,Goias,Flamengo,3-5-2,4-4-2,G. Ramos da Silva,R. Ceni,Flamengo,Estádio da Serrinha,0,3,GO,RJ,1
7186,31,20/1/2021,17:00,Botafogo-RJ,Atletico-GO,4-2-3-1,4-2-3-1,E. de Souza Barroca,M. Ribeiro Cabo,Atletico-GO,Estádio Nilton Santos,1,3,RJ,GO,1
7187,31,20/1/2021,17:59,Bahia,Athletico-PR,4-2-3-1,4-2-3-1,L. Cavalcanti,P. Autuori de Mello,Bahia,Itaipava Arena Fonte Nova,1,0,BA,PR,0
7188,31,20/1/2021,19:15,Gremio,Atletico-MG,4-2-3-1,4-3-3,Renato Gaúcho,J. Sampaoli Moya,-,Arena do Grêmio,1,1,RS,MG,2
7189,31,20/1/2021,20:30,Coritiba,Fluminense,4-2-3-1,4-2-3-1,J. Bertagnoli,M. de Oliveira,-, Couto Pereira,3,3,PR,RJ,2
7190,31,20/1/2021,21:30,Sao Paulo,Internacional,4-4-2,4-1-4-1,F. Diniz Silva,A. da Silva Braga,Internacional, Morumbi,1,5,SP,RS,1
7191,31,20/1/2021,21:29,Bragantino,Vasco,4-3-3,4-1-4-1,M. Nogueira Barbieri,V. Luxemburgo da Silva,Bragantino,Nabizão,4,1,SP,RJ,0
7192,31,21/1/2021,19:00,Flamengo,Palmeiras,4-4-2,4-1-4-1,R. Ceni,A. Moreira Ferreira,Flamengo,Estádio Nacional de Brasília,2,0,RJ,SP,0
7193,31,21/1/2021,19:00,Fortaleza,Santos,4-2-3-1,4-1-4-1,E. Alves Moreira,A. Stival,Fortaleza,Arena Castelão,2,0,CE,SP,0
7194,31,21/1/2021,19:00,Goias,Ceara,3-1-4-2,4-2-3-1,G. Ramos da Silva,A. Ferreira,Ceara,Estádio da Serrinha,0,4,GO,CE,1
7195,31,21/1/2021,21:00,Corinthians,Sport,4-2-3-1,4-2-3-1,V. Carmo Mancini,J. Ribeiro Ventura,Corinthians,Neo Química Arena,3,0,SP,PE,0
7196,32,23/1/2021,19:00,Sao Paulo,Coritiba,4-4-2,4-3-3,F. Diniz Silva,J. Bertagnoli,-, Morumbi,1,1,SP,PR,2
7197,32,23/1/2021,21:00,Vasco,Atletico-MG,4-2-3-1,3-1-4-2,V. Luxemburgo da Silva,J. Sampaoli Moya,Vasco,Estádio Vasco da Gama,3,2,RJ,MG,0
7198,32,24/1/2021,16:00,Internacional,Gremio,4-1-4-1,4-1-4-1,A. da Silva Braga,Renato Gaúcho,Internacional,Estádio José Pinheiro Borda,2,1,RS,RS,0
7199,32,24/1/2021,16:01,Athletico-PR,Flamengo,4-1-4-1,4-4-2,P. Autuori de Mello,R. Ceni,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,RJ,0
7200,32,24/1/2021,16:00,Ceara,Palmeiras,4-2-3-1,4-2-3-1,A. Ferreira,A. Moreira Ferreira,Ceara,Arena Castelão,2,1,CE,SP,0
7201,32,24/1/2021,18:16,Atletico-GO,Fortaleza,4-2-3-1,4-2-3-1,M. Ribeiro Cabo,E. Alves Moreira,Atletico-GO,Estádio Antônio Accioly,2,0,GO,CE,0
7202,32,24/1/2021,18:15,Sport,Bahia,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,L. Cavalcanti,Sport,Adelmar da Costa Carvalho,2,0,PE,BA,0
7203,32,24/1/2021,18:15,Santos,Goias,4-3-3,5-3-2,A. Stival,A. César,Goias,Estádio Urbano Caldeira,3,4,SP,GO,1
7204,32,24/1/2021,20:30,Fluminense,Botafogo-RJ,4-2-3-1,4-1-4-1,M. de Oliveira,E. de Souza Barroca,Fluminense,Estádio Vasco da Gama,2,0,RJ,RJ,0
7205,32,25/1/2021,20:00,Corinthians,Bragantino,4-2-3-1,4-4-2,V. Carmo Mancini,M. Nogueira Barbieri,Bragantino,Neo Química Arena,0,2,SP,SP,1
6895,1,26/1/2021,20:00,Palmeiras,Vasco,4-1-4-1,4-2-3-1,A. Moreira Ferreira,V. Luxemburgo da Silva,-,Allianz Parque,1,1,SP,RJ,2
7165,28,26/1/2021,19:59,Atletico-MG,Santos,4-2-3-1,4-1-4-1,J. Sampaoli Moya,A. Stival,Atletico-MG, Mineirão,2,0,MG,SP,0
7115,23,28/1/2021,20:00,Gremio,Flamengo,4-2-3-1,4-2-3-1,Renato Gaúcho,R. Ceni,Flamengo,Arena do Grêmio,2,4,RS,RJ,1
7185,30,28/1/2021,18:59,Bahia,Corinthians,4-2-3-1,4-2-3-1,L. Cavalcanti,V. Carmo Mancini,Bahia,Itaipava Arena Fonte Nova,2,1,BA,SP,0
7206,33,31/1/2021,16:00,Vasco,Bahia,4-3-3,4-2-3-1,V. Luxemburgo da Silva,L. Cavalcanti,-,Estádio Vasco da Gama,0,0,RJ,BA,2
7207,33,31/1/2021,16:00,Ceara,Athletico-PR,4-2-3-1,4-4-2,A. Ferreira,P. Autuori de Mello,Athletico-PR,Arena Castelão,0,2,CE,PR,1
7208,33,31/1/2021,15:59,Atletico-GO,Sao Paulo,4-2-3-1,4-4-2,M. Ribeiro Cabo,F. Diniz Silva,Atletico-GO,Estádio Antônio Accioly,2,1,GO,SP,0
7209,33,31/1/2021,16:01,Coritiba,Gremio,4-1-4-1,4-2-3-1,G. Morínigo,Renato Gaúcho,-, Couto Pereira,1,1,PR,RS,2
7210,33,31/1/2021,17:00,Atletico-MG,Fortaleza,4-2-3-1,5-4-1,J. Sampaoli Moya,L. Porto Siqueira,Atletico-MG, Mineirão,2,0,MG,CE,0
7211,33,31/1/2021,18:15,Internacional,Bragantino,4-1-4-1,4-3-3,A. da Silva Braga,M. Nogueira Barbieri,Internacional,Estádio José Pinheiro Borda,2,1,RS,SP,0
7212,33,31/1/2021,20:30,Fluminense,Goias,4-2-3-1,4-3-3,M. de Oliveira,G. Ramos da Silva,Fluminense,Estádio Nilton Santos,3,0,RJ,GO,0
7213,33,1/2/2021,19:59,Sport,Flamengo,4-2-3-1,4-4-2,J. Ribeiro Ventura,R. Ceni,Flamengo,Adelmar da Costa Carvalho,0,3,PE,RJ,1
7214,33,2/2/2021,16:00,Palmeiras,Botafogo-RJ,4-2-3-1,4-4-2,A. Moreira Ferreira,E. de Souza Barroca,-,Allianz Parque,1,1,SP,RJ,2
7216,34,3/2/2021,15:59,Gremio,Santos,4-2-3-1,4-1-4-1,Renato Gaúcho,A. Stival,-,Arena do Grêmio,3,3,RS,SP,2
7217,34,3/2/2021,19:15,Bragantino,Atletico-GO,4-4-2,4-2-3-1,M. Nogueira Barbieri,M. Ribeiro Cabo,Bragantino,Nabizão,2,0,SP,GO,0
7218,34,3/2/2021,21:30,Corinthians,Ceara,4-2-3-1,4-2-3-1,V. Carmo Mancini,A. Ferreira,Corinthians,Neo Química Arena,2,1,SP,CE,0
7219,34,3/2/2021,21:30,Goias,Atletico-MG,5-3-2,3-5-2,G. Ramos da Silva,J. Sampaoli Moya,Goias,Estádio da Serrinha,1,0,GO,MG,0
7220,34,3/2/2021,21:30,Bahia,Fluminense,4-1-4-1,4-2-3-1,L. Cavalcanti,M. de Oliveira,Fluminense,Itaipava Arena Fonte Nova,0,1,BA,RJ,1
7221,34,4/2/2021,18:30,Fortaleza,Coritiba,4-2-3-1,5-4-1,E. Alves Moreira,G. Morínigo,Fortaleza,Arena Castelão,3,1,CE,PR,0
7222,34,4/2/2021,20:59,Flamengo,Vasco,4-4-2,4-1-4-1,R. Ceni,V. Luxemburgo da Silva,Flamengo, Maracanã,2,0,RJ,RJ,0
7223,34,4/2/2021,21:00,Athletico-PR,Internacional,4-2-2-2,4-1-4-1,P. Autuori de Mello,A. da Silva Braga,-,Estádio Joaquim Américo Guimarães,0,0,PR,RS,2
7224,34,5/2/2021,20:00,Botafogo-RJ,Sport,4-4-2,4-4-2,E. de Souza Barroca,J. Ribeiro Ventura,Sport,Estádio Nilton Santos,0,1,RJ,PE,1
7226,35,6/2/2021,19:00,Bahia,Goias,4-3-3,3-5-2,L. Cavalcanti,A. César,-,Itaipava Arena Fonte Nova,3,3,BA,GO,2
7227,35,6/2/2021,21:00,Atletico-GO,Santos,4-2-3-1,4-2-3-1,M. Ribeiro Cabo,A. Stival,-,Estádio Antônio Accioly,1,1,GO,SP,2
7228,35,7/2/2021,20:30,Bragantino,Flamengo,4-3-3,4-4-2,M. Nogueira Barbieri,R. Ceni,-,Nabizão,1,1,SP,RJ,2
7229,35,8/2/2021,20:00,Botafogo-RJ,Gremio,4-4-2,4-2-3-1,L. Flávio,Renato Gaúcho,Gremio,Estádio Nilton Santos,2,5,RJ,RS,1
7230,35,10/2/2021,19:00,Internacional,Sport,4-1-4-1,3-4-2-1,A. da Silva Braga,J. Ribeiro Ventura,Sport,Estádio José Pinheiro Borda,1,2,RS,PE,1
7231,35,10/2/2021,19:15,Fortaleza,Vasco,4-2-3-1,4-2-3-1,E. Alves Moreira,V. Luxemburgo da Silva,Fortaleza,Arena Castelão,3,0,CE,RJ,0
7232,35,10/2/2021,21:01,Sao Paulo,Ceara,4-4-2,4-2-3-1,M. Vizolli,A. Ferreira,-, Morumbi,1,1,SP,CE,2
7233,35,10/2/2021,21:30,Fluminense,Atletico-MG,4-2-3-1,3-4-3,M. de Oliveira,J. Sampaoli Moya,-, Maracanã,0,0,RJ,MG,2
7234,35,10/2/2021,21:30,Corinthians,Athletico-PR,4-2-3-1,4-2-2-2,V. Carmo Mancini,P. Autuori de Mello,-,Neo Química Arena,3,3,SP,PR,2
7236,36,13/2/2021,17:00,Goias,Botafogo-RJ,4-4-2,3-5-2,A. César,L. Flávio,Goias,Estádio da Serrinha,2,0,GO,RJ,0
7237,36,13/2/2021,19:00,Atletico-MG,Bahia,3-4-3,5-3-2,J. Sampaoli Moya,L. Cavalcanti,-, Mineirão,1,1,MG,BA,2
7238,36,13/2/2021,19:00,Santos,Coritiba,4-3-3,4-4-2,A. Stival,G. Morínigo,Santos,Estádio Urbano Caldeira,2,0,SP,PR,0
7239,36,14/2/2021,16:00,Flamengo,Corinthians,4-4-2,4-2-3-1,R. Ceni,V. Carmo Mancini,Flamengo, Maracanã,2,1,RJ,SP,0
7240,36,14/2/2021,16:00,Vasco,Internacional,4-2-3-1,4-1-4-1,V. Luxemburgo da Silva,A. da Silva Braga,Internacional,Estádio Vasco da Gama,0,2,RJ,RS,1
7241,36,14/2/2021,18:14,Athletico-PR,Atletico-GO,4-2-3-1,4-2-3-1,P. Autuori de Mello,M. Ribeiro Cabo,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,GO,0
7242,36,14/2/2021,18:15,Palmeiras,Fortaleza,3-4-2-1,4-2-3-1,A. Moreira Ferreira,E. Alves Moreira,Palmeiras,Allianz Parque,3,0,SP,CE,0
7243,36,14/2/2021,20:29,Gremio,Sao Paulo,4-2-3-1,4-4-2,Renato Gaúcho,M. Vizolli,Sao Paulo,Arena do Grêmio,1,2,RS,SP,1
7244,36,15/2/2021,17:59,Ceara,Fluminense,4-2-3-1,4-2-3-1,D. Sampaio de Azambuja,M. de Oliveira,Fluminense,Arena Castelão,1,3,CE,RJ,1
7245,36,15/2/2021,20:00,Sport,Bragantino,3-4-2-1,4-1-4-1,J. Ribeiro Ventura,M. Nogueira Barbieri,-,Adelmar da Costa Carvalho,0,0,PE,SP,2
7215,33,17/2/2021,18:59,Santos,Corinthians,4-3-3,4-2-3-1,A. Stival,V. Carmo Mancini,Santos,Estádio Urbano Caldeira,1,0,SP,SP,0
7235,35,17/2/2021,19:30,Coritiba,Palmeiras,4-5-1,4-2-3-1,G. Morínigo,A. Moreira Ferreira,Coritiba, Couto Pereira,1,0,PR,SP,0
7225,34,19/2/2021,21:31,Sao Paulo,Palmeiras,4-4-2,4-2-3-1,M. Vizolli,A. Moreira Ferreira,-, Morumbi,1,1,SP,SP,2
7246,37,20/2/2021,18:30,Coritiba,Ceara,4-3-3,4-2-3-1,G. Morínigo,A. Ferreira,Ceara, Couto Pereira,0,2,PR,CE,1
7247,37,20/2/2021,21:00,Fortaleza,Bahia,4-2-3-1,4-3-3,E. Alves Moreira,L. Cavalcanti,Bahia,Arena Castelão,0,4,CE,BA,1
7248,37,21/2/2021,16:01,Sport,Atletico-MG,5-4-1,4-3-3,J. Ribeiro Ventura,J. Sampaoli Moya,Atletico-MG,Adelmar da Costa Carvalho,2,3,PE,MG,1
7249,37,21/2/2021,16:00,Corinthians,Vasco,4-2-3-1,4-1-4-1,V. Carmo Mancini,V. Luxemburgo da Silva,-,Neo Química Arena,0,0,SP,RJ,2
7250,37,21/2/2021,16:02,Flamengo,Internacional,4-4-2,4-1-4-1,R. Ceni,A. da Silva Braga,Flamengo, Maracanã,2,1,RJ,RS,0
7251,37,21/2/2021,18:14,Santos,Fluminense,4-3-3,4-2-3-1,A. Stival,M. de Oliveira,-,Estádio Urbano Caldeira,1,1,SP,RJ,2
7252,37,21/2/2021,18:15,Gremio,Athletico-PR,4-3-3,4-2-2-2,Renato Gaúcho,A. Cardoso de Oliveira,Gremio,Arena do Grêmio,1,0,RS,PR,0
7253,37,21/2/2021,20:30,Goias,Bragantino,3-5-2,4-3-3,A. César,M. Nogueira Barbieri,-,Estádio da Serrinha,0,0,GO,SP,2
7254,37,22/2/2021,18:00,Palmeiras,Atletico-GO,4-2-3-1,4-2-3-1,A. Moreira Ferreira,M. Ribeiro Cabo,-,Allianz Parque,1,1,SP,GO,2
7255,37,22/2/2021,19:59,Botafogo-RJ,Sao Paulo,4-4-2,4-4-2,L. Flávio,M. Vizolli,Botafogo-RJ,Estádio Nilton Santos,1,0,RJ,SP,0
7256,38,25/2/2021,21:30,Bragantino,Gremio,4-3-3,4-2-3-1,M. Nogueira Barbieri,Renato Gaúcho,Bragantino,Nabizão,1,0,SP,RS,0
7257,38,25/2/2021,21:30,Bahia,Santos,3-4-2-1,4-4-1-1,L. Cavalcanti,M. Fernandes,Bahia,Itaipava Arena Fonte Nova,2,0,BA,SP,0
7258,38,25/2/2021,21:30,Athletico-PR,Sport,4-2-2-2,5-4-1,A. Cardoso de Oliveira,J. Ribeiro Ventura,Athletico-PR,Estádio Joaquim Américo Guimarães,2,0,PR,PE,0
7259,38,25/2/2021,21:30,Atletico-GO,Coritiba,4-2-3-1,5-4-1,M. Ribeiro Cabo,J. Bertagnoli,Atletico-GO,Estádio Antônio Accioly,3,1,GO,PR,0
7260,38,25/2/2021,21:31,Internacional,Corinthians,4-1-4-1,4-2-3-1,A. da Silva Braga,V. Carmo Mancini,-,Estádio José Pinheiro Borda,0,0,RS,SP,2
7261,38,25/2/2021,21:30,Ceara,Botafogo-RJ,4-2-3-1,4-2-3-1,A. Ferreira,L. Flávio,Ceara,Arena Castelão,2,1,CE,RJ,0
7262,38,25/2/2021,21:31,Sao Paulo,Flamengo,3-5-2,4-4-2,M. Vizolli,R. Ceni,Sao Paulo, Morumbi,2,1,SP,RJ,0
7263,38,25/2/2021,21:30,Atletico-MG,Palmeiras,4-4-2,4-1-3-2,J. Desio,A. Moreira Ferreira,Atletico-MG, Mineirão,2,0,MG,SP,0
7264,38,25/2/2021,21:29,Vasco,Goias,4-1-4-1,4-4-2,V. Luxemburgo da Silva,A. César,Vasco,Estádio Vasco da Gama,3,2,RJ,GO,0
7265,38,25/2/2021,21:30,Fluminense,Fortaleza,4-2-3-1,4-2-3-1,M. de Oliveira,E. Alves Moreira,Fluminense, Maracanã,2,0,RJ,CE,0
7266,1,29/5/2021,19:00,Cuiaba,Juventude,4-3-3,4-2-3-1,A. Valentim do Carmo Neto,E. de Barros,-,Arena Pantanal,2,2,MT,RS,2
7267,1,29/5/2021,20:00,Bahia,Santos,4-3-3,4-3-3,L. Cavalcanti,F. Diniz Silva,Bahia,Estádio de Pituaçu,3,0,BA,SP,0
7268,1,29/5/2021,21:00,Sao Paulo,Fluminense,3-5-2,4-2-3-1,H. Crespo,R. Machado Marques,-, Morumbi,0,0,SP,RJ,2
7269,1,30/5/2021,11:01,Atletico-MG,Fortaleza,4-2-3-1,3-5-2,A. Stival,J. Vojvoda,Fortaleza, Mineirão,1,2,MG,CE,1
7270,1,30/5/2021,16:00,Flamengo,Palmeiras,4-2-3-1,3-5-2,R. Ceni,A. Moreira Ferreira,Flamengo, Maracanã,1,0,RJ,SP,0
7271,1,30/5/2021,15:59,Ceara,Gremio,4-2-3-1,4-3-3,A. Ferreira,T. Retzalff Nunes,Ceara,Arena Castelão,3,2,CE,RS,0
7272,1,30/5/2021,18:15,Corinthians,Atletico-GO,4-2-3-1,4-2-3-1,S. Campos Junior,E. de Souza Barroca,Atletico-GO,Neo Química Arena,0,1,SP,GO,1
7273,1,30/5/2021,18:14,Chapecoense,Bragantino,4-3-2-1,4-2-3-1,F. Paiva Endres,M. Nogueira Barbieri,Bragantino,Arena Condá,0,3,SC,SP,1
7274,1,30/5/2021,18:16,Athletico-PR,America-MG,4-2-3-1,4-1-4-1,P. Autuori de Mello,L. Cirne Lima de Lorenzi,Athletico-PR,Estádio Joaquim Américo Guimarães,1,0,PR,MG,0
7275,1,30/5/2021,20:30,Internacional,Sport,4-3-3,4-2-3-1,M. Ramírez,U. Louzer Filho,-,Estádio José Pinheiro Borda,2,2,RS,PE,2
7276,2,5/6/2021,19:00,Atletico-GO,Sao Paulo,4-2-3-1,3-5-2,E. de Souza Barroca,J. Branda,Atletico-GO,Estádio Antônio Accioly,2,0,GO,SP,0
7277,2,5/6/2021,20:59,Santos,Ceara,4-2-3-1,4-4-2,F. Diniz Silva,A. Ferreira,Santos,Estádio Urbano Caldeira,3,1,SP,CE,0
7278,2,5/6/2021,20:59,Bragantino,Bahia,4-4-2,4-3-3,M. Nogueira Barbieri,L. Cavalcanti,-,Nabizão,3,3,SP,BA,2
7279,2,6/6/2021,11:00,Fluminense,Cuiaba,4-1-4-1,4-2-3-1,R. Machado Marques,L. Iubel,Fluminense,Estádio Vasco da Gama,1,0,RJ,MT,0
7280,2,6/6/2021,16:00,America-MG,Corinthians,4-4-1-1,4-1-4-1,L. Cirne Lima de Lorenzi,S. Campos Junior,Corinthians,Estádio Raimundo Sampaio,0,1,MG,SP,1
7281,2,6/6/2021,16:00,Fortaleza,Internacional,3-4-1-2,4-3-3,J. Vojvoda,M. Ramírez,Fortaleza,Arena Castelão,5,1,CE,RS,0
7282,2,6/6/2021,18:15,Juventude,Athletico-PR,4-2-3-1,4-4-2,M. dos Santos Gonçalves,A. Cardoso de Oliveira,Athletico-PR, Alfredo Jaconi,0,3,RS,PR,1
7283,2,6/6/2021,18:14,Palmeiras,Chapecoense,4-3-3,4-3-3,A. Moreira Ferreira,J. Ribeiro Ventura,Palmeiras,Allianz Parque,3,1,SP,SC,0
7284,2,6/6/2021,20:29,Sport,Atletico-MG,4-2-3-1,4-2-3-1,U. Louzer Filho,A. Stival,Atletico-MG,Adelmar da Costa Carvalho,0,1,PE,MG,1
7286,3,12/6/2021,19:00,Santos,Juventude,4-3-3,4-4-2,F. Diniz Silva,M. dos Santos Gonçalves,-,Estádio Urbano Caldeira,0,0,SP,RS,2
7287,3,12/6/2021,19:00,Palmeiras,Corinthians,4-3-3,4-1-4-1,A. Moreira Ferreira,S. Campos Junior,-,Allianz Parque,1,1,SP,SP,2
7288,3,13/6/2021,15:58,Atletico-MG,Sao Paulo,4-2-3-1,3-5-2,A. Stival,H. Crespo,Atletico-MG, Mineirão,1,0,MG,SP,0
7289,3,13/6/2021,16:00,Gremio,Athletico-PR,4-2-3-1,5-4-1,T. Retzalff Nunes,A. Cardoso de Oliveira,Athletico-PR,Arena do Grêmio,0,1,RS,PR,1
7290,3,13/6/2021,16:00,Flamengo,America-MG,4-2-3-1,4-1-4-1,M. Souza,L. Cirne Lima de Lorenzi,Flamengo, Maracanã,2,0,RJ,MG,0
7291,3,13/6/2021,20:30,Bahia,Internacional,4-3-3,4-3-3,L. Cavalcanti,O. Loss,Internacional,Estádio de Pituaçu,0,1,BA,RS,1
7292,3,13/6/2021,20:29,Fortaleza,Sport,3-4-1-2,4-2-3-1,J. Vojvoda,U. Louzer Filho,Fortaleza,Arena Castelão,1,0,CE,PE,0
7293,3,13/6/2021,20:30,Bragantino,Fluminense,4-2-3-1,4-2-3-1,M. Nogueira Barbieri,R. Machado Marques,-,Nabizão,2,2,SP,RJ,2
7294,3,13/6/2021,20:29,Chapecoense,Ceara,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,A. Ferreira,-,Arena Condá,0,0,SC,CE,2
7296,4,16/6/2021,19:00,Internacional,Atletico-MG,4-2-3-1,4-1-4-1,O. Loss,A. Stival,Atletico-MG,Estádio José Pinheiro Borda,0,1,RS,MG,1
7297,4,16/6/2021,19:00,Sao Paulo,Chapecoense,4-2-3-1,4-2-3-1,H. Crespo,J. Ribeiro Ventura,-, Morumbi,1,1,SP,SC,2
7298,4,16/6/2021,20:30,Corinthians,Bragantino,4-2-3-1,4-2-3-1,S. Campos Junior,M. Nogueira Barbieri,Bragantino,Neo Química Arena,1,2,SP,SP,1
7299,4,16/6/2021,21:30,Juventude,Palmeiras,4-1-2-1-2,4-1-4-1,M. dos Santos Gonçalves,A. Moreira Ferreira,Palmeiras, Alfredo Jaconi,0,3,RS,SP,1
7300,4,17/6/2021,16:00,America-MG,Cuiaba,4-1-4-1,4-3-3,C. de Almeida,L. Iubel,-,Estádio Raimundo Sampaio,0,0,MG,MT,2
7301,4,17/6/2021,15:59,Ceara,Bahia,4-2-3-1,4-3-3,A. Ferreira,L. Cavalcanti,Bahia,Arena Castelão,1,2,CE,BA,1
7302,4,17/6/2021,19:01,Sport,Gremio,5-4-1,4-2-3-1,U. Louzer Filho,T. Retzalff Nunes,Sport,Adelmar da Costa Carvalho,1,0,PE,RS,0
7303,4,17/6/2021,19:00,Atletico-GO,Fortaleza,4-2-3-1,3-4-1-2,E. de Souza Barroca,J. Vojvoda,-,Estádio Antônio Accioly,0,0,GO,CE,2
7304,4,17/6/2021,19:00,Fluminense,Santos,4-3-3,4-2-3-1,R. Machado Marques,F. Diniz Silva,Fluminense, Maracanã,1,0,RJ,SP,0
7306,5,19/6/2021,21:00,Flamengo,Bragantino,4-2-3-1,4-2-3-1,R. Ceni,C. Maldonado,Bragantino, Maracanã,2,3,RJ,SP,1
7307,5,20/6/2021,11:01,Palmeiras,America-MG,4-1-4-1,4-2-3-1,A. Moreira Ferreira,C. de Almeida,Palmeiras,Allianz Parque,2,1,SP,MG,0
7308,5,20/6/2021,15:59,Bahia,Corinthians,4-3-3,4-1-4-1,L. Cavalcanti,S. Campos Junior,-,Estádio de Pituaçu,0,0,BA,SP,2
7309,5,20/6/2021,16:00,Internacional,Ceara,4-4-2,4-2-3-1,O. Loss,A. Ferreira,-,Estádio José Pinheiro Borda,1,1,RS,CE,2
7310,5,20/6/2021,18:15,Fortaleza,Fluminense,3-4-1-2,4-2-3-1,J. Vojvoda,R. Machado Marques,-,Arena Castelão,1,1,CE,RJ,2
7311,5,20/6/2021,18:14,Athletico-PR,Atletico-GO,3-4-2-1,4-2-3-1,A. Cardoso de Oliveira,E. de Souza Barroca,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,GO,0
7312,5,20/6/2021,18:15,Santos,Sao Paulo,4-2-3-1,3-1-4-2,F. Diniz Silva,H. Crespo,Santos,Estádio Urbano Caldeira,2,0,SP,SP,0
7313,5,20/6/2021,20:32,Juventude,Sport,4-4-2,5-4-1,M. dos Santos Gonçalves,U. Louzer Filho,Juventude, Alfredo Jaconi,1,0,RS,PE,0
7314,5,21/6/2021,20:00,Atletico-MG,Chapecoense,4-3-3,4-4-2,A. Stival,J. Ribeiro Ventura,-, Mineirão,1,1,MG,SC,2
7316,6,23/6/2021,19:01,Atletico-GO,Fluminense,4-2-3-1,4-2-3-1,E. de Souza Barroca,R. Machado Marques,Atletico-GO,Estádio Antônio Accioly,1,0,GO,RJ,0
7317,6,23/6/2021,19:00,Sao Paulo,Cuiaba,3-5-2,4-5-1,H. Crespo,L. Iubel,-, Morumbi,2,2,SP,MT,2
7318,6,23/6/2021,19:00,Flamengo,Fortaleza,4-4-2,3-4-1-2,R. Ceni,J. Vojvoda,Flamengo, Maracanã,2,1,RJ,CE,0
7319,6,23/6/2021,19:00,Bragantino,Palmeiras,4-2-3-1,3-5-2,C. Maldonado,A. Moreira Ferreira,Bragantino,Nabizão,3,1,SP,SP,0
7320,6,24/6/2021,16:00,America-MG,Juventude,4-2-3-1,4-2-3-1,V. Carmo Mancini,M. dos Santos Gonçalves,-,Estádio Raimundo Sampaio,1,1,MG,RS,2
7321,6,24/6/2021,19:00,Chapecoense,Internacional,4-3-1-2,4-2-3-1,J. Ribeiro Ventura,D. Aguirre Camblor,Internacional,Arena Condá,1,2,SC,RS,1
